dealer;izby;rozloha;resale;cena
Dealer;3;1471.232877;Yes;53.7
Dealer;2;1032.608696;Yes;47.5
Dealer;3;2049.958242;Yes;270
Dealer;2;548.417424;Yes;140
Dealer;4;3067.190645;Yes;320
Dealer;3;1319.565217;Yes;60.7
Dealer;3;1245.189042;Yes;55
Dealer;1;652.0025794;Yes;91
Owner;2;1054.852321;Yes;45
Owner;1;550;Yes;11
Dealer;3;2067.649242;Yes;390
Owner;1;333.6809176;Yes;16
Dealer;4;2180.885183;Yes;170
Dealer;2;1175.006912;Yes;85
Dealer;3;850.2289078;Yes;13
Dealer;2;1045.205122;Yes;40
Dealer;2;1014.492754;Yes;49.7
Dealer;4;2401.719125;No;190
Owner;2;1100.066269;Yes;49.8
Dealer;2;1223.491028;Yes;180
Owner;2;845.0704225;Yes;21
Owner;2;1154.734411;Yes;40
Dealer;2;891.9696573;Yes;34.1
Owner;2;1350.308642;Yes;35
Dealer;1;648.0077209;Yes;47
Owner;2;1295.336788;Yes;25
Dealer;3;1632.208923;Yes;45
Owner;3;2235.261246;Yes;160
Owner;2;892.8571429;Yes;35
Dealer;2;1045.903544;Yes;90
Owner;2;1050.080775;Yes;52
Owner;2;890.3467666;Yes;19
Dealer;1;415.379334;Yes;24.2
Dealer;1;640.0310318;Yes;33
Dealer;2;885.0381964;Yes;190
Dealer;4;2236.636099;Yes;100
Dealer;2;1031.314457;Yes;110
Dealer;1;631.0224269;Yes;74
Dealer;3;2026.085855;Yes;160
Owner;4;2375.122429;Yes;97
Dealer;2;1350.135014;Yes;60
Owner;2;828.0127694;Yes;41.5
Owner;2;700.1647446;Yes;8.5
Owner;2;730.0481168;Yes;44
Dealer;2;1289.454505;Yes;230
Dealer;2;1000;Yes;45
Owner;3;1475.14114;Yes;81
Dealer;2;996.0159363;Yes;40
Dealer;2;1027.115859;Yes;50
Dealer;3;1539.250898;Yes;150
Owner;1;658.0343876;Yes;31
Dealer;2;950;No;47.5
Owner;3;1050.144395;Yes;40
Dealer;1;609.5330976;Yes;100
Dealer;2;722.9832572;Yes;95
Owner;2;800;Yes;26
Dealer;2;1393.048687;Yes;200
Owner;3;1300;Yes;52
Dealer;3;1628.900446;Yes;87.7
Dealer;3;3844.155844;Yes;370
Dealer;3;1609.460831;Yes;460
Owner;2;1199.760048;Yes;40
Dealer;1;635.0841057;Yes;37
Owner;2;1210.153483;Yes;82
Owner;2;1115.004779;Yes;70
Owner;1;516.7424556;Yes;12.5
Owner;3;1569.055211;Yes;93.5
Owner;3;1564.008496;Yes;81
Dealer;2;1060.070671;Yes;75
Dealer;3;1627.486438;Yes;45
Owner;3;1608.473911;Yes;41
Dealer;4;1905.056122;Yes;370
Dealer;3;1441.137937;Yes;77
Dealer;3;2051.0191;Yes;160
Owner;2;736.0861759;Yes;41
Dealer;2;1106.83603;Yes;210
Dealer;1;650.0893873;Yes;40
Dealer;2;898.7341772;Yes;21.3
Owner;3;1550.126369;Yes;92
Dealer;4;3200;Yes;320
Dealer;3;1710.0171;Yes;190
Dealer;1;695.0122649;Yes;34
Dealer;2;906.002265;Yes;80
Owner;2;1044.045677;Yes;32
Dealer;3;1000;Yes;39
Owner;3;1400.203666;Yes;55
Dealer;2;1229.508197;Yes;120
Dealer;3;1876.407305;Yes;150
Owner;3;1244.788565;Yes;20.9
Owner;2;1240.927183;Yes;53
Owner;3;100;Yes;42
Dealer;3;1520.036849;Yes;66
Owner;3;1800.032728;Yes;110
Owner;3;1230.0123;Yes;40
Dealer;3;1269.805847;No;56.9
Dealer;2;980.0918836;Yes;32
Dealer;2;1193.317422;Yes;110
Owner;3;1300.156915;Yes;58
Owner;1;725.294651;Yes;16
Owner;2;1143.074871;Yes;60
Owner;2;900;Yes;18
Dealer;2;760.0657354;Yes;37
Dealer;4;2157.031924;Yes;100
Dealer;2;1078.122408;Yes;65
Dealer;3;1178.146038;Yes;91
Dealer;2;1105.060858;Yes;69
Owner;5;2300.405954;Yes;85
Owner;3;1309.823678;Yes;52
Owner;3;1353.179973;Yes;50
Dealer;3;1762.114537;Yes;100
Dealer;2;1259.559154;Yes;280
Dealer;3;1652.528368;Yes;150
Dealer;2;1095.290252;Yes;100
Owner;2;1000;Yes;30
Dealer;1;608.6142322;Yes;19.5
Dealer;1;438.1505689;Yes;18.1
Owner;3;840.0926999;Yes;72.5
Dealer;2;1016.191315;Yes;150
Owner;3;1900.23753;Yes;80
Dealer;2;1040.009788;Yes;85
Dealer;2;1015.821647;Yes;56.5
Dealer;2;1705.902422;Yes;100
Owner;4;2229.157379;Yes;100
Dealer;2;1234.450669;Yes;130
Owner;2;1000;Yes;55
Owner;2;1500;Yes;33
Owner;3;1130.136986;Yes;49.5
Dealer;3;1300;Yes;49.4
Dealer;1;690.0690069;Yes;46
Owner;2;1100.076394;Yes;72
Owner;3;975.243811;Yes;26
Dealer;3;1600;Yes;73.6
Dealer;3;2072.289157;Yes;86
Dealer;2;1290.489095;Yes;100
Dealer;3;2930.005426;Yes;270
Dealer;3;2145.002145;Yes;200
Dealer;2;1299.649533;Yes;44.5
Builder;1;534.8101266;No;16.9
Dealer;2;581.0810811;No;55.9
Dealer;4;1973.760594;Yes;850
Owner;2;1240;Yes;62
Dealer;3;1385.037085;Yes;85.9
Dealer;2;849.583761;Yes;74.5
Owner;2;737.0184255;Yes;17.6
Owner;3;1500;Yes;75
Dealer;2;1275.045537;Yes;35
Owner;2;942.408377;Yes;18
Owner;3;1450.209475;Yes;45
Dealer;2;1425.081433;Yes;70
Dealer;2;1045.652174;Yes;48.1
Dealer;2;762.2641509;Yes;20.2
Builder;2;562.1755976;No;76.9
Owner;8;1250;Yes;100
Dealer;3;1220;Yes;61
Dealer;3;1733.291693;Yes;111
Dealer;2;1320.007543;Yes;140
Dealer;3;1165.660998;Yes;170
Dealer;2;688.372093;Yes;14.8
Dealer;2;1263.976665;Yes;26
Dealer;2;1258.020165;Yes;54.9
Dealer;3;1170.138076;Yes;50
Dealer;2;991.0425005;Yes;52
Dealer;2;554.2570952;No;83
Dealer;4;2209.72278;Yes;110
Dealer;4;3915.055167;Yes;330
Dealer;3;2070.141257;Yes;170
Dealer;3;1224.489796;Yes;240
Dealer;3;1615.141956;Yes;76.8
Dealer;2;1206.140351;Yes;88
Dealer;3;1467.13615;Yes;150
Dealer;2;808.9607965;Yes;39
Dealer;2;1170.091324;Yes;82
Dealer;3;1684.098564;Yes;95
Dealer;2;1320.007543;Yes;210
Owner;1;516.0390516;Yes;18.5
Dealer;2;974.3589744;Yes;45.6
Owner;2;1000;Yes;68
Dealer;3;1924.097665;Yes;290
Owner;2;1005.025126;Yes;40
Dealer;4;4082.082966;Yes;370
Owner;2;1300.148588;Yes;70
Dealer;2;1242.236025;Yes;160
Dealer;2;1100.029334;Yes;75
Dealer;4;2427.184466;No;170
Owner;2;1200.192031;Yes;25
Dealer;2;842.2416586;Yes;26
Owner;2;1100.352113;Yes;25
Owner;3;1050.128789;Yes;53
Dealer;1;650.0072223;Yes;45
Owner;1;790.02079;Yes;38
Dealer;3;1451.87602;Yes;89
Owner;2;1155.9064;Yes;82
Builder;3;1232.264845;No;46.9
Dealer;3;1149.782474;Yes;37
Owner;2;1100.038825;Yes;85
Dealer;1;322.9834819;Yes;56.9
Dealer;2;1339.285714;Yes;49.5
Owner;3;1000;Yes;42
Dealer;2;1126.797905;Yes;170
Dealer;3;1394.466756;Yes;250
Owner;2;1175.015461;Yes;38
Owner;2;1000;Yes;20
Dealer;2;1050.080775;Yes;65
Dealer;3;1415.09434;Yes;78
Builder;3;1560.549313;No;100
Dealer;2;1020.116807;Yes;78.6
Owner;3;1200.068575;Yes;70
Dealer;2;819.5876289;Yes;15.9
Owner;3;2271.51256;Yes;85
Owner;1;400;Yes;10
Dealer;2;1045.016077;Yes;52
Dealer;3;1450.116009;Yes;75
Owner;1;700.0840101;Yes;25
Dealer;1;414.9715216;No;51
Dealer;4;2800;Yes;210
Owner;3;1398.210291;Yes;75
Builder;2;724.137931;No;21
Dealer;2;934.0422474;Yes;130
Dealer;1;567.3991473;Yes;17.3
Dealer;2;1192.102322;Yes;96
Dealer;2;661.2254554;No;55.9
Dealer;3;3000;Yes;180
Owner;2;1000;Yes;20
Dealer;2;840.0420021;Yes;120
Dealer;3;3130.434783;Yes;360
Dealer;2;829.9472638;Yes;96
Owner;2;1063.201418;Yes;18
Owner;3;958.3009583;Yes;37
Dealer;3;1600.150602;Yes;85
Dealer;3;2302.867384;Yes;77.1
Owner;1;648.2525366;Yes;11.5
Owner;3;1792.114695;Yes;170
Dealer;2;2000;Yes;90
Dealer;3;1608.539884;Yes;220
Owner;3;1584.158416;Yes;120
Dealer;4;2911.409954;Yes;210
Dealer;2;1128.744939;Yes;69.7
Dealer;3;2292.920608;Yes;160
Owner;2;989.8812143;Yes;45
Owner;3;1250;Yes;26
Dealer;3;1232.201533;Yes;270
Dealer;2;1176.74747;Yes;100
Owner;3;1800.327332;Yes;66
Owner;3;1685.1705;Yes;85
Owner;3;1250;Yes;63
Dealer;2;998.3028851;Yes;100
Dealer;3;1145.127366;Yes;49
Dealer;2;950.0206526;Yes;92
Dealer;2;1000;Yes;120
Dealer;2;1068.03375;Yes;100
Dealer;1;637.807377;Yes;24.9
Dealer;6;3000;Yes;930
Dealer;3;1297.016861;Yes;120
Owner;3;1695.274423;Yes;80
Dealer;2;1232.001232;Yes;160
Dealer;3;1833.333333;Yes;77
Owner;2;1090.116279;Yes;60
Dealer;3;1250;Yes;100
Owner;2;1055.662188;Yes;16.5
Dealer;1;605.0003645;Yes;83
Owner;3;1269.420235;Yes;33.5
Dealer;3;2526.122402;Yes;220
Dealer;2;1144.86338;Yes;150
Dealer;2;1176.470588;Yes;100
Dealer;2;1098.398169;Yes;120
Dealer;2;1345.111423;Yes;67
Dealer;2;1188.033265;Yes;220
Dealer;2;796.9826173;Yes;24.3
Dealer;2;1057.082452;Yes;50
Dealer;3;1546.79041;Yes;100
Dealer;2;1150.026137;Yes;110
Dealer;3;1244.010321;Yes;270
Owner;2;1070.090958;Yes;40
Dealer;2;950.0059375;Yes;240
Dealer;2;1322.910403;Yes;220
Dealer;2;813.9314783;Yes;43
Owner;4;2200.104767;Yes;84
Dealer;2;1297.617944;No;140
Dealer;2;1185.068141;Yes;60
Owner;2;849.9703499;Yes;43
Owner;2;1220.008133;Yes;60
Dealer;2;1215.848949;Yes;85
Dealer;3;1413.486322;Yes;170
Dealer;4;2311.070025;Yes;100
Owner;2;1111.111111;Yes;25
Dealer;2;1200;Yes;120
Owner;2;1000;Yes;78
Builder;1;699.1171558;No;29.3
Dealer;3;1404.954807;Yes;600
Dealer;2;693.0327111;Yes;75
Dealer;4;6000.774293;Yes;310
Dealer;1;305.0397878;Yes;23
Dealer;2;800;Yes;40
Dealer;2;1033.457249;Yes;27.8
Dealer;2;914.3807149;Yes;110
Owner;3;1789.976134;Yes;120
Dealer;3;1955.292217;Yes;72.6
Dealer;1;550.0550055;Yes;15
Owner;1;493.9287919;Yes;24
Dealer;3;1995.72345;Yes;140
Dealer;4;3739.715782;Yes;350
Builder;2;800;No;20
Owner;3;1313.149736;Yes;72
Dealer;3;1850.294365;Yes;110
Dealer;3;1696.782724;Yes;77
Dealer;1;450.0061645;Yes;73
Owner;2;945.1299554;Yes;36
Dealer;3;1338.095238;Yes;56.2
Owner;2;600;Yes;18
Dealer;3;1460.624011;Yes;360
Dealer;2;946.2656303;Yes;140
Owner;2;840.1344215;Yes;35
Dealer;1;225.0045364;Yes;62
Owner;2;612.1449559;Yes;25
Dealer;2;1085.048668;Yes;68
Dealer;3;873.6669401;Yes;21.3
Dealer;2;770.0770077;Yes;70
Dealer;2;720;Yes;25.2
Dealer;3;1412.993396;Yes;460
Dealer;4;2430.289076;Yes;95
Owner;2;1124.615385;Yes;73.1
Dealer;3;1825.983749;Yes;200
Owner;3;1097.453907;Yes;25
Owner;2;1179.142801;Yes;59.7
Owner;2;870.0380642;Yes;48
Dealer;3;1567.270507;Yes;77
Dealer;2;1241.087932;Yes;47
Dealer;1;690.0768693;Yes;39.5
Dealer;3;1600.512164;Yes;25
Owner;3;1730.103806;Yes;110
Dealer;5;3554.165482;Yes;250
Owner;2;910.0101112;Yes;36
Owner;2;870.0696056;Yes;30
Dealer;3;1400.094922;Yes;59
Dealer;2;1047.549378;Yes;71.6
Owner;3;1791.530945;Yes;110
Owner;2;1425.081433;Yes;35
Dealer;2;1088.582677;Yes;55.3
Dealer;1;566.2323052;Yes;60.4
Owner;2;971.0832974;Yes;45
Owner;1;500;Yes;22
Dealer;3;1910.545024;Yes;64.5
Dealer;3;1376.2321;Yes;74
Dealer;3;1534.420431;Yes;590
Owner;3;1665.812404;Yes;65
Dealer;2;1024.030584;Yes;75
Owner;2;784.2387146;Yes;20.5
Dealer;1;741.1067194;Yes;45
Dealer;2;900.0276932;Yes;130
Dealer;3;1420.144199;Yes;65
Owner;2;936.9144285;Yes;30
Dealer;2;1446.117274;Yes;73
Dealer;3;822.9639871;Yes;250
Owner;2;880.4108584;Yes;180
Owner;2;1079.992678;Yes;59
Dealer;3;645;No;25.8
Owner;1;449.8767461;Yes;21.9
Owner;2;1250;Yes;68
Dealer;2;1000;Yes;18
Dealer;1;800;Yes;39.4
Owner;1;625;Yes;8.5
Dealer;2;1150.216781;Yes;45.1
Dealer;2;1099.776857;Yes;34.5
Dealer;3;1521.73913;Yes;70
Dealer;2;690.4170119;Yes;150
Owner;2;900.090009;Yes;40
Owner;2;1000;Yes;70
Dealer;3;1331.14515;Yes;73
Dealer;2;1250;Yes;99
Dealer;3;2424.242424;Yes;140
Dealer;2;1120.162933;Yes;66
Dealer;2;985.1301115;Yes;26.5
Owner;2;985.2216749;Yes;40
Owner;2;899.8875141;Yes;40
Dealer;2;525.0342414;Yes;34.5
Dealer;2;1250;Yes;56
Dealer;3;1565.190171;Yes;100
Dealer;3;2591.858515;Yes;170
Dealer;3;907.6923077;No;82.6
Dealer;2;912.0758847;Yes;100
Owner;3;1680.107527;Yes;100
Owner;2;820.2099738;Yes;25
Owner;3;1898.099261;Yes;71.9
Dealer;3;1499.993478;Yes;1150
Owner;3;1237.815256;Yes;80
Dealer;2;855.2049543;Yes;29
Owner;4;3000;Yes;90
Dealer;1;620.0177148;Yes;42
Dealer;2;959.8293637;Yes;27
Dealer;1;578.0346821;Yes;38
Owner;3;1215.066829;Yes;60
Dealer;3;1556.496255;Yes;47.8
Dealer;3;1048.623316;Yes;35.8
Owner;3;1150.012778;Yes;90
Dealer;2;1288.161793;Yes;100
Dealer;4;2972.651605;Yes;150
Owner;3;1803.051318;Yes;130
Dealer;3;2600.016774;Yes;310
Dealer;2;1115.053218;Yes;44
Dealer;2;1047.692308;Yes;68.1
Dealer;2;1044.138586;Yes;66
Owner;1;650.026001;Yes;25
Owner;2;1209.704221;Yes;36.4
Owner;2;1240.111182;Yes;58
Dealer;4;1591.451631;No;140
Owner;3;1450.245426;Yes;65
Dealer;3;1488.095238;Yes;90
Owner;2;1220.008133;Yes;60
Dealer;3;1550.169109;Yes;110
Owner;2;917.2781855;Yes;27.5
Dealer;3;2127.013066;Yes;140
Owner;2;1055.662188;Yes;16.5
Dealer;2;825.054723;Yes;98
Owner;2;1095.140315;Yes;48
Owner;2;700.0903342;Yes;31
Dealer;1;605.073307;No;130
Owner;1;630.1050175;Yes;16.2
Dealer;3;1850.152905;Yes;60.5
Dealer;2;760;Yes;38
Dealer;2;1108.074167;Yes;150
Owner;2;840.1503427;Yes;38
Dealer;1;761.0350076;Yes;90
Dealer;3;1658.056991;Yes;99.5
Dealer;2;1079.913607;Yes;60
Dealer;1;472.0161834;No;70
Dealer;4;3944.773176;Yes;180
Dealer;3;1914.07138;Yes;84.2
Dealer;1;646.9662528;Yes;37
Dealer;2;1000;Yes;110
Owner;2;875.0994431;Yes;44
Dealer;3;1939.487975;Yes;100
Owner;2;1000;Yes;32
Owner;2;915.0700601;Yes;32
Dealer;2;1050.06105;Yes;86
Dealer;3;1220.198986;No;130
Dealer;1;500;Yes;33.2
Dealer;2;954.0519794;Yes;87
Dealer;2;1107.01107;Yes;48
Owner;2;1000;Yes;18
Owner;1;625;Yes;16.5
Owner;4;2160.2938;Yes;100
Dealer;3;1856.984479;Yes;67
Dealer;2;900.0620732;Yes;29
Dealer;2;1192.170819;Yes;67
Owner;3;849.9413834;Yes;14.5
Dealer;3;1399.688958;Yes;36
Dealer;3;1400.107701;Yes;52
Owner;3;1531.058618;Yes;70
Dealer;2;908.9002307;No;390
Owner;2;849.8583569;Yes;30
Dealer;2;1011.972634;Yes;71
Dealer;3;1575.906146;Yes;180
Dealer;1;363.6160215;No;130
Owner;2;1480.437081;Yes;42
Owner;3;990.2772776;Yes;27.5
Dealer;3;1057.896332;Yes;34.9
Owner;1;450;Yes;18
Dealer;3;1729.910714;Yes;62
Dealer;2;1046.353458;Yes;100
Dealer;2;1080.108011;Yes;60
Dealer;2;820.0922604;Yes;16
Dealer;2;1248.010912;Yes;54.9
Owner;2;1200.331126;Yes;29
Dealer;3;1638.259143;Yes;99
Dealer;2;1000;Yes;60
Owner;2;600.0521785;Yes;23
Dealer;1;455.0729443;No;54.9
Dealer;2;780.067832;Yes;29.9
Owner;2;1159.913393;Yes;75
Dealer;3;1789.709172;Yes;80
Dealer;2;1527.183873;Yes;100
Owner;2;772.1046077;Yes;31
Dealer;3;1721.443966;Yes;63.9
Dealer;2;1100;Yes;110
Owner;2;786.0262009;Yes;27
Dealer;3;1050.080775;Yes;39
Dealer;4;2353.336695;Yes;140
Owner;3;1500.115393;Yes;130
Dealer;2;799.6801279;Yes;120
Dealer;4;2200.282087;Yes;78
Dealer;3;1310.902338;Yes;240
Dealer;2;1050;Yes;42
Dealer;3;948.8888889;Yes;42.7
Owner;2;990.0990099;Yes;38
Owner;3;1305.104408;Yes;45
Dealer;2;993.0255729;Yes;29.9
Dealer;2;545.2292441;No;52.8
Builder;3;1930.827887;No;70.9
Dealer;3;1544.493287;Yes;130
Owner;2;760;Yes;26.6
Dealer;3;5382.131324;Yes;700
Dealer;3;1450.411603;Yes;37
Dealer;3;1309.52381;Yes;44
Dealer;2;880.1449651;Yes;170
Dealer;4;3850.102669;Yes;300
Dealer;3;1512.096774;Yes;90
Dealer;2;1200;Yes;36
Dealer;3;1212.42485;Yes;24.2
Dealer;2;1313.206149;No;70.9
Dealer;4;2743.29607;Yes;400
Owner;1;675.1954513;Yes;19
Owner;2;1060.007186;Yes;59
Dealer;2;506.0286125;Yes;81
Owner;3;1324.949472;Yes;59
Dealer;2;1050.126015;Yes;75
Dealer;2;1150.026137;Yes;110
Owner;2;1090.08327;Yes;72
Owner;2;778.5192247;Yes;24.5
Owner;2;1200.120012;Yes;80
Owner;1;550.0101854;Yes;27
Dealer;2;1099.908341;Yes;48
Owner;2;1400;Yes;56
Dealer;2;1149.94363;Yes;51
Owner;3;17261.53846;Yes;56.1
Dealer;4;2623.083132;Yes;390
Owner;2;942.1265141;Yes;35
Dealer;3;2167.91486;Yes;220
Dealer;2;1050.070432;Yes;82
Builder;2;1213.910761;No;37
Owner;2;1100.052383;Yes;21
Dealer;2;1086.281813;Yes;35
Dealer;4;2813.348855;Yes;290
Dealer;3;2955.400322;Yes;330
Owner;2;1380.056601;Yes;82.9
Owner;3;1459.143969;Yes;90
Dealer;4;3689.572764;Yes;1760
Dealer;3;1330.128205;Yes;41.5
Dealer;1;616.5273909;Yes;33.2
Owner;2;1111.111111;Yes;60
Dealer;1;360;Yes;97.2
Dealer;1;709.0807175;Yes;25.3
Dealer;2;985.2216749;Yes;24
Owner;3;1993.55927;Yes;130
Dealer;2;1006.508757;Yes;150
Owner;6;4000;Yes;150
Dealer;2;1277.465508;Yes;250
Dealer;3;1500.068185;Yes;110
Dealer;2;50302.36394;No;9150
Dealer;2;1429.880843;Yes;62.4
Dealer;1;649.9877361;Yes;26.5
Dealer;2;1302.739726;Yes;95.1
Dealer;1;355.2082408;Yes;120
Owner;3;1237.993597;Yes;58
Owner;3;1685.144124;Yes;190
Owner;1;576.0108426;Yes;25.5
Dealer;2;974.0877842;Yes;92.1
Owner;1;500;Yes;12
Dealer;3;1645.075057;Yes;240
Owner;3;1630.257581;Yes;100
Owner;1;329.0676417;Yes;9
Owner;2;1079.913607;Yes;20
Owner;2;818.3306056;Yes;20
Dealer;4;1955.416504;Yes;250
Owner;2;1097.777778;Yes;49.4
Dealer;1;400;Yes;24
Dealer;2;1300.148588;Yes;35
Dealer;2;1010.037245;Yes;160
Builder;2;407.7253219;No;24.7
Dealer;1;585.0441442;Yes;55
Dealer;3;1435.750179;Yes;100
Owner;2;824.8730964;Yes;39
Owner;2;1120;Yes;28
Owner;6;2400;Yes;600
Dealer;3;1664.150943;Yes;88.2
Owner;2;1500;Yes;45
Dealer;3;1485.009807;Yes;53
Owner;3;1635.111876;Yes;95
Owner;2;740.0098668;Yes;30
Owner;1;366.1971831;Yes;9.1
Owner;2;1100.057394;Yes;57.5
Owner;2;965.3605906;Yes;17
Owner;2;1099.943106;Yes;58
Owner;2;1850.424056;Yes;48
Dealer;3;1619.87041;Yes;30
Dealer;5;4909.090909;Yes;270
Owner;2;1085.169352;Yes;33
Owner;2;1000;Yes;36
Dealer;1;539.0463027;Yes;39
Dealer;5;2856.462747;Yes;120
Owner;2;895.2551477;Yes;30
Owner;3;1611.215736;Yes;77
Owner;1;615.1142355;Yes;21
Dealer;2;1097.157964;Yes;83
Dealer;2;594.2091616;Yes;110
Dealer;2;950.8990318;Yes;110
Owner;3;1645.639057;Yes;120
Dealer;2;1210.287443;Yes;48
Owner;2;1070.854899;Yes;60
Dealer;1;690.0878294;Yes;44
Dealer;2;1110.274746;Yes;29.5
Owner;1;770;Yes;38.5
Owner;2;1200;Yes;30
Dealer;2;592.120246;Yes;26
Dealer;2;925.0035577;Yes;65
Owner;2;1025;Yes;32.8
Owner;3;1451.131029;Yes;68
Owner;3;1530.091806;Yes;45
Dealer;2;1280.956447;Yes;90
Owner;3;1625.049544;Yes;82
Dealer;3;1725.838264;Yes;35
Dealer;1;647.8999106;Yes;14.5
Owner;2;1162.401339;Yes;48.6
Dealer;2;785.2193995;Yes;17
Owner;3;1775.147929;Yes;63
Dealer;1;718.6454026;Yes;36.5
Owner;3;1812.631177;Yes;95
Dealer;1;428.3572499;No;100
Owner;2;1099.830795;Yes;32.5
Dealer;2;755.3820974;Yes;120
Dealer;3;1019.359937;Yes;25.8
Dealer;1;615.1468315;Yes;19.9
Dealer;3;1400;Yes;65.8
Dealer;4;1974.333662;Yes;100
Owner;3;1350.135014;Yes;45
Dealer;1;700.0538503;Yes;65
Dealer;2;798.4790875;Yes;23.1
Dealer;2;1109.193986;Yes;180
Dealer;2;1107.419712;Yes;130
Owner;1;340000;Yes;17
Dealer;2;1299.084736;Yes;44
Owner;4;1694.915254;Yes;68
Dealer;2;1070.135002;Yes;65
Dealer;2;1059.025074;Yes;68
Dealer;3;1423.333333;Yes;42.7
Dealer;3;1730.103806;Yes;65
Dealer;3;1849.796522;Yes;100
Dealer;2;749.21017;Yes;49.8
Dealer;3;3205.128205;Yes;180
Dealer;2;577.9630929;No;140
Dealer;3;1891.734575;Yes;130
Owner;3;1503.194288;Yes;80
Dealer;2;700.2074689;Yes;13.5
Dealer;3;1830.44316;Yes;57
Owner;1;631.1139161;Yes;20
Owner;1;800;Yes;22
Dealer;3;1350.135014;Yes;75
Dealer;3;720;No;180
Dealer;2;1233.045623;Yes;50
Owner;1;600.0960154;Yes;25
Dealer;3;1471.734049;Yes;170
Owner;3;1635.127687;Yes;89
Owner;2;760.0228007;Yes;40
Owner;2;900.140647;Yes;32
Dealer;3;1523.780206;No;99
Owner;3;1550.034192;Yes;68
Dealer;1;575.9858219;Yes;26
Dealer;2;1149.978137;Yes;52.6
Dealer;3;1730.337079;Yes;61.6
Dealer;3;1425.008906;Yes;40
Dealer;3;84210.52632;No;9200
Dealer;3;1612.19405;Yes;110
Dealer;3;1274.813331;No;140
Dealer;2;761.2087996;Yes;200
Dealer;3;1380.04896;Yes;45.1
Dealer;3;1250;Yes;210
Owner;2;950.1187648;Yes;36
Dealer;1;900.024325;Yes;37
Dealer;3;1510.269835;Yes;75
Owner;2;1055.026893;Yes;25.5
Dealer;3;1732.178548;Yes;130
Dealer;3;2161.100196;Yes;220
Builder;3;1500;No;69
Dealer;2;718.4940365;Yes;150
Dealer;2;775.0699161;Yes;19.4
Dealer;2;825.0068751;Yes;90
Owner;3;1136.156648;Yes;49.9
Dealer;2;925;Yes;40.7
Dealer;2;1000;Yes;75
Dealer;4;2615.31146;Yes;220
Dealer;3;1400.147384;Yes;95
Dealer;3;1816.100122;Yes;460
Dealer;4;2645.078551;Yes;330
Owner;2;1150.139882;Yes;37
Owner;2;685.2667646;Yes;14
Dealer;2;1007.142857;No;42.3
Dealer;3;1664.124255;Yes;120
Dealer;1;616.8703193;No;31.3
Dealer;2;1150.086256;Yes;120
Owner;2;840.0746733;Yes;27
Dealer;3;1475.182228;Yes;85
Owner;2;1000;Yes;28
Dealer;2;1017.408998;Yes;180
Owner;2;1300.108342;Yes;60
Dealer;2;1280.788177;Yes;130
Dealer;3;1528.173646;Yes;69.7
Dealer;2;1080.069124;Yes;75
Dealer;3;1652.619402;Yes;100
Dealer;2;799.5178787;Yes;19.9
Dealer;4;2291.666667;Yes;55
Dealer;3;1956.035768;Yes;210
Dealer;3;1945.080092;Yes;85
Dealer;4;3105.245647;Yes;280
Dealer;2;960.9224856;Yes;90
Dealer;2;771.9783385;Yes;67
Dealer;2;1340.068034;Yes;130
Owner;2;1072.293324;Yes;31
Dealer;3;1500;Yes;150
Owner;2;950.0542888;Yes;52.5
Dealer;2;1350.09311;Yes;29
Owner;2;855.0256508;Yes;45
Dealer;2;1094.890511;Yes;48
Owner;2;750;Yes;27
Dealer;2;900.0252007;Yes;250
Dealer;1;599.8998498;Yes;59.9
Owner;2;1190.053286;Yes;33.5
Dealer;3;1340;Yes;46.9
Dealer;1;645.0291799;Yes;63
Owner;3;1370.071548;Yes;90
Dealer;1;550.1222494;Yes;13.5
Dealer;2;1000;Yes;25.5
Dealer;5;2364.926323;Yes;130
Dealer;4;3648.303539;Yes;300
Dealer;1;660.1029313;Yes;29.5
Owner;3;1400.258509;Yes;65
Owner;2;1200;Yes;51.6
Dealer;2;1108.98138;Yes;81
Dealer;2;993.0134411;Yes;280
Dealer;2;727.1815446;Yes;14.5
Builder;2;1062.186172;No;27.5
Owner;2;989.9029895;Yes;50
Dealer;1;500;Yes;28
Owner;2;1046.025105;Yes;45
Dealer;3;1559.992869;Yes;350
Owner;1;466.9987547;Yes;15
Dealer;1;869.9855002;Yes;450
Dealer;2;1300;Yes;26
Dealer;3;2775.134792;Yes;350
Owner;3;1320.217448;Yes;51
Owner;2;920.0690052;Yes;48
Owner;5;7000;Yes;140
Dealer;2;1275;Yes;66.3
Dealer;3;1260.858121;No;47.9
Dealer;3;1000;Yes;43
Dealer;3;1783.687368;Yes;110
Dealer;2;1003.705991;Yes;130
Owner;1;750.0986972;Yes;19
Dealer;2;872.029649;Yes;40
Owner;3;1255.02008;Yes;50
Owner;1;545.0581395;Yes;30
Owner;1;500;Yes;26
Owner;1;790.0142203;Yes;50
Dealer;2;1257.861635;Yes;110
Dealer;2;1080.139373;Yes;31
Dealer;1;680.0151114;Yes;36
Dealer;2;850.0659534;Yes;58
Dealer;2;1095.290252;Yes;100
Dealer;3;714.6783947;Yes;26
Owner;2;1360.129923;Yes;67
Dealer;3;1629.659809;Yes;160
Dealer;3;1624.035729;Yes;120
Owner;2;741.0021171;Yes;42
Dealer;3;1280.113368;Yes;54.2
Owner;2;1418.216199;Yes;45
Owner;2;717.9487179;Yes;28
Dealer;4;1589.132943;Yes;730
